"","mode","pre.weight","post.weight","pay.attention.politics","interest.campaigns","voted.primary","primary.vote.choice","already.voted","vote.choice","vote.intention","voted.2016","vote.choice.2016","vote.choice.2012","country.right.track","approve.congress","approve.president","approve.president.covid","therm.biden","therm.trump","therm.dem","therm.rep","ideology7","ideology.biden","ideology.trump","ideology.dem","ideology.rep","vote.duty.choice","party.id","trust.in.people","religion","how.often.religion","age","education","weeks.worked","race","gender","income","know1","know2","know3","know4","knowledge.quiz"
"5618","web",0.477044407870139,0.372694758102044,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,0,"Moderate; middle of the road","Slightly liberal","Conservative","Liberal","Conservative",NA,"Independent","Some of the time","Other Christian",NA,65,"Less than BA",NA,"White, non-Hispanic","Female",60,1,1,1,1,4
"5619","web",2.06786139321985,1.9531746802741,"About half of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Dissaprove not strongly","Disapprove strongly",70,15,70,30,"Slightly liberal","Moderate; middle of the road","Conservative","Liberal","Conservative",NA,"Strong Democrat","Most of the time","Mainline Protestant","A few times a year",57,"Less than BA",NA,"White, non-Hispanic","Female",110,0,1,1,1,3
"5620","telephone",5.6530555904844,6.14946896980686,"Most of the time","Very much interested","Yes",NA,"Yes","Biden",NA,"Yes","Clinton","Obama","No","Dissaprove not strongly","Dissaprove not strongly","Dissaprove not strongly",100,0,80,50,NA,"Extremely conservative","Extremely liberal","Conservative","Extremely liberal","Mainly duty","Strong Democrat","Never","Evangelical Protestant","Almost every week",70,"Less than high school",NA,"Black, non-Hispanic","Female",30,0,0,1,1,2
"5621","web",0.460346114111935,0.27932823655497,"Always","Very much interested","No",NA,"No","Biden",NA,NA,"Other","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,15,60,NA,"Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Lean Democrat","Some of the time","Other Christian","A few times a year",65,"BA",NA,"White, non-Hispanic","Male",45,1,0,1,1,3
"5622","web",0.903102025146776,NA,"About half of the time",NA,"No",NA,"No","Trump",NA,NA,"Trump","Romney","No","Disapprove strongly","Approve not strongly","Approve not strongly",30,65,0,70,"Slightly conservative","Liberal","Conservative","Extremely liberal","Extremely conservative","Mainly duty","Lean Republican","About hald the time","Mainline Protestant","A few times a year",28,"BA",NA,"White, non-Hispanic","Female",75,0,1,1,1,3
"5623","web",1.23145329968428,1.00841589423955,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No",NA,"Disapprove strongly","Disapprove strongly",85,0,60,15,"Liberal","Slightly liberal","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Not religious",NA,60,"BA",30,"White, non-Hispanic","Female",150,0,0,0,1,1
"5624","web",0.326171901728903,0.254223362849116,"Some of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,30,"Liberal","Slightly liberal","Conservative","Slightly liberal","Conservative","Mainly duty","Strong Democrat","Some of the time","Mainline Protestant","Almost every week",63,"BA",NA,"White, non-Hispanic","Female",25,0,1,0,0,1
"5625","web",0.605800404943466,0.476296310561736,"About half of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Dissaprove not strongly","Approve strongly","Approve strongly",40,85,50,85,"Extremely liberal","Liberal","Extremely conservative","Liberal","Conservative",NA,"Strong Republican","Most of the time","Evangelical Protestant","Every week",80,"Less than BA",NA,"White, non-Hispanic","Female",65,1,1,1,1,4
"5626","web",0.521816196923585,0.599613635848488,"Never",NA,"No",NA,"No",NA,NA,NA,NA,NA,"Yes","Dissaprove not strongly","Approve strongly","Approve not strongly",10,95,50,50,"Moderate; middle of the road","Extremely conservative","Moderate; middle of the road","Conservative","Moderate; middle of the road",NA,"Not strong Republican","About hald the time","Not religious",NA,59,"Less than high school",NA,"White, non-Hispanic","Male",10,0,0,1,1,2
"5627","web",0.931401869456296,0.526209935619758,"Some of the time",NA,"No",NA,"No","Biden",NA,NA,"Clinton",NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,10,70,40,NA,"Conservative","Conservative","Conservative","Moderate; middle of the road","Mainly choice","Strong Democrat","About hald the time","Roman Catholic","A few times a year",47,"BA",NA,"Hispanic","Female",5,0,1,0,0,1
"5628","web",0.414302197035108,0.298358593655836,"Always","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,75,0,"Liberal","Liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","Most of the time","Jewish",NA,71,NA,NA,"White, non-Hispanic","Male",80,1,1,1,1,4
"5629","web",1.09585064414798,0.786901407068303,"Always","Very much interested","No",NA,"No","Trump",NA,"Yes","Clinton","Obama","Yes","Disapprove strongly","Approve not strongly","Approve not strongly",0,85,60,60,"Slightly conservative","Slightly liberal","Conservative","Liberal","Slightly conservative","Mainly choice","Not strong Republican","Most of the time","Other Christian","Every week",NA,"Less than BA",NA,"Hispanic","Female",60,NA,0,0,NA,NA
"5630","web",2.03458251009082,1.81248141663411,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",85,0,60,50,NA,"Slightly liberal","Conservative","Slightly liberal","Conservative","Neither duty or choice","Lean Democrat","Most of the time","Not religious","A few times a year",69,"Less than BA",NA,"White, non-Hispanic","Female",NA,1,0,1,1,3
"5631","web",0.430948356600075,0.375288760149721,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",75,0,85,10,"Extremely liberal","Slightly liberal","Conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Not religious",NA,32,NA,NA,"White, non-Hispanic","Female",80,0,0,1,1,2
"5632","web",1.39886427888795,1.30638864617504,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Approve not strongly","Disapprove strongly","Dissaprove not strongly",70,0,70,30,"Slightly liberal","Slightly liberal","Slightly conservative","Liberal","Conservative",NA,"Strong Democrat","Most of the time","Mainline Protestant","A few times a year",66,"High school",NA,"White, non-Hispanic","Male",60,0,1,0,1,2
"5633","web",0.741208858553874,0.658531387027286,"About half of the time","Very much interested","No",NA,"No","Trump",NA,NA,"Trump","Romney","No","Disapprove strongly","Approve not strongly","Dissaprove not strongly",60,70,40,60,"Conservative","Moderate; middle of the road","Conservative","Liberal","Conservative","Mainly duty","Not strong Republican","Most of the time","Other Christian","A few times a year",67,"Less than BA",5,"White, non-Hispanic","Female",80,0,1,0,0,1
"5634","web",0.535980101459545,0.461305614015453,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,40,"Liberal","Moderate; middle of the road","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Not strong Democrat","Some of the time","Mainline Protestant","Once or twice a month",36,"BA",47,"Black, non-Hispanic","Female",30,0,0,0,1,1
"5635","web",0.263804750285266,0.200241727226719,"Most of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",60,0,60,15,"Liberal","Liberal","Extremely conservative","Liberal","Conservative",NA,"Not strong Democrat","Most of the time","Mainline Protestant","Every week",53,NA,NA,"White, non-Hispanic","Female",45,1,0,1,1,3
"5636","web",0.542220801266139,0.518453800458924,"Most of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,60,"Moderate; middle of the road","Slightly liberal","Extremely conservative","Liberal","Conservative","Mainly choice","Lean Democrat","Most of the time","Roman Catholic","Once or twice a month",56,"Less than BA",NA,"White, non-Hispanic","Female",25,1,0,1,1,3
"5637","web",0.749197795164851,1.13066123461731,"About half of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",40,0,50,0,"Liberal","Liberal","Liberal","Moderate; middle of the road","Extremely conservative",NA,"Independent","About hald the time","Roman Catholic",NA,66,"High school",NA,"White, non-Hispanic","Female",5,0,0,0,1,1
"5638","web",3.24788336409605,3.81682326630789,"Some of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump",NA,"Yes","Disapprove strongly","Approve strongly","Approve not strongly",60,85,60,85,"Conservative","Liberal","Conservative","Liberal","Conservative",NA,"Strong Republican","About hald the time","Other Christian","Almost every week",26,"BA",8,"Hispanic","Male",60,1,1,1,1,4
"5639","web",3.09700908450978,2.72643148776912,"About half of the time",NA,"No",NA,"No",NA,NA,NA,"Other","Romney","Yes","Disapprove strongly","Dissaprove not strongly","Approve not strongly",20,60,30,40,"Moderate; middle of the road","Liberal","Conservative","Extremely liberal","Conservative",NA,"Independent","About hald the time",NA,NA,NA,"High school",NA,"White, non-Hispanic","Male",NA,0,1,0,0,1
"5640","web",1.10359048754241,1.94772504384282,"Some of the time",NA,"No",NA,"No",NA,NA,"No",NA,NA,"Yes","Approve not strongly","Approve not strongly","Approve not strongly",15,40,0,30,"Slightly conservative","Extremely liberal","Extremely conservative","Extremely liberal","Conservative","Neither duty or choice","Lean Republican","Never","Mainline Protestant",NA,24,"BA",NA,"White, non-Hispanic","Female",175,0,0,0,1,1
"5641","web",1.35509275198718,1.21585769139854,"Some of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Obama","No","Approve not strongly","Approve strongly","Approve not strongly",50,65,50,50,"Moderate; middle of the road","Extremely liberal","Conservative","Extremely liberal","Extremely conservative","Mainly choice","Independent","About hald the time","Other Christian","Once or twice a month",29,"BA",3,"White, non-Hispanic","Female",70,1,0,1,1,3
"5642","web",0.297844476017904,0.222889709317147,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,85,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Strong Republican","Most of the time","Not religious",NA,60,"BA",NA,"White, non-Hispanic","Female",45,0,0,0,0,0
"5643","web",1.04791237199415,0.975186091695406,"Most of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Approve not strongly","Approve strongly","Approve not strongly",15,85,40,100,"Moderate; middle of the road","Moderate; middle of the road","Slightly conservative","Moderate; middle of the road","Moderate; middle of the road","Mainly choice","Strong Republican","About hald the time","Roman Catholic","Once or twice a month",51,"Less than BA",NA,"White, non-Hispanic","Male",150,0,0,0,1,1
"5644","web",1.71086449710603,1.72586600766294,"Most of the time","Very much interested","Yes",NA,"No",NA,NA,NA,NA,NA,"No","Approve not strongly","Dissaprove not strongly","Dissaprove not strongly",50,70,40,70,NA,NA,NA,NA,NA,NA,"Lean Republican","Most of the time","Undifferentiated Protestant",NA,76,"High school",NA,"White, non-Hispanic","Female",NA,0,0,0,0,0
"5645","web",1.03713958219876,1.02714588137367,"Never",NA,"Yes",NA,"No",NA,NA,NA,"Clinton","Obama","No","Approve not strongly","Approve not strongly","Dissaprove not strongly",60,60,30,40,"Moderate; middle of the road","Liberal","Conservative","Liberal","Conservative",NA,"Independent","Some of the time","Roman Catholic",NA,38,NA,NA,"White, non-Hispanic","Male",250,0,1,1,1,3
"5646","web",1.89816329930365,3.56570589813718,"Some of the time","Very much interested","No",NA,"No",NA,NA,"No",NA,NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",NA,NA,60,50,NA,"Extremely liberal","Moderate; middle of the road","Moderate; middle of the road","Slightly conservative","Mainly duty","Strong Democrat","Some of the time","Roman Catholic",NA,27,"High school",NA,"Hispanic","Female",30,0,1,0,0,1
"5647","web",0.363898753491299,NA,"Always","Very much interested","No",NA,"No","Biden",NA,"No",NA,NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,0,"Slightly liberal","Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative",NA,"Lean Democrat","About hald the time","Undifferentiated Protestant","Once or twice a month",64,"Less than BA",1,"Asian/Hawaiian/Pacific-Islander","Male",25,0,0,1,1,2
"5648","web",0.296462633378481,NA,"Most of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump","Romney","No","Approve not strongly","Approve not strongly","Approve not strongly",15,70,15,60,"Conservative","Extremely liberal","Moderate; middle of the road","Extremely liberal","Moderate; middle of the road",NA,"Lean Republican","About hald the time","Undifferentiated Protestant","Every week",53,"Less than BA",NA,"Native American","Male",40,1,0,1,1,3
"5649","web",0.275929693773754,0.229657861150921,"Always","Very much interested","No",NA,"No","Trump",NA,"Yes","Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,100,"Extremely conservative","Extremely liberal","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Strong Republican","Some of the time","Mainline Protestant","Every week",49,"BA",NA,"White, non-Hispanic","Female",40,0,0,1,0,1
"5650","web",0.965034897089375,1.7383998329133,"About half of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,"Clinton","Obama","Yes","Approve strongly","Approve strongly","Approve strongly",15,85,50,85,"Moderate; middle of the road","Conservative","Slightly liberal","Moderate; middle of the road","Conservative","Mainly choice","Strong Republican","Most of the time","Roman Catholic","Almost every week",47,"Less than BA",NA,"White, non-Hispanic","Female",175,0,1,0,0,1
"5651","web",0.3320171596912,0.474276902238595,"Most of the time","Very much interested","No",NA,"No","Trump",NA,NA,"Trump",NA,"No","Disapprove strongly","Approve not strongly","Approve strongly",30,65,20,55,"Slightly conservative","Liberal","Slightly conservative","Extremely liberal","Conservative",NA,"Lean Republican","Most of the time","Undifferentiated Protestant",NA,73,NA,NA,"White, non-Hispanic","Female",90,1,1,1,1,4
"5652","web",0.413869972906212,0.399860413237018,"Most of the time",NA,"No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",75,10,70,10,"Moderate; middle of the road","Slightly liberal","Conservative","Liberal","Extremely conservative",NA,"Lean Democrat","About hald the time","Not religious",NA,44,"Less than BA",NA,"White, non-Hispanic","Male",50,1,1,1,1,4
"5653","web",2.7462330349487,3.12852738214627,"About half of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton",NA,"No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",60,0,85,15,"Slightly liberal","Liberal","Conservative","Extremely liberal","Extremely conservative",NA,"Not strong Democrat","Most of the time","Roman Catholic",NA,24,"High school",36,"White, non-Hispanic","Female",150,0,0,1,1,2
"5654","web",0.619775038093406,0.495606141023561,"Most of the time",NA,"No",NA,"No","Trump",NA,"Yes","Trump",NA,"No","Dissaprove not strongly","Approve not strongly","Approve not strongly",50,60,40,70,"Slightly conservative","Slightly liberal","Moderate; middle of the road","Liberal","Slightly conservative","Mainly duty","Not strong Republican","Most of the time","Undifferentiated Protestant","Almost every week",66,"Less than BA",NA,"White, non-Hispanic","Female",80,1,1,1,1,4
"5655","web",1.4621821885342,1.33590747255655,"Some of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Dissaprove not strongly","Approve strongly","Approve strongly",0,100,0,100,"Liberal","Liberal","Liberal","Liberal","Conservative",NA,"Strong Republican","Some of the time","Other Christian","Once or twice a month",53,"BA",NA,"White, non-Hispanic","Female",NA,0,0,1,0,1
"5656","web",1.02249369027715,0.828578861734078,"About half of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton",NA,"No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,0,"Liberal","Liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Not strong Democrat","About hald the time","Not religious",NA,36,"BA",2,"White, non-Hispanic","Female",90,0,0,1,1,2
"5657","web",1.1596798388752,1.93477953991586,"Some of the time",NA,"No",NA,"No","Biden",NA,"Yes","Trump","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",60,0,50,50,"Moderate; middle of the road","Liberal","Extremely conservative","Liberal","Conservative","Mainly choice","Not strong Republican","About hald the time","Other Christian",NA,41,NA,NA,"White, non-Hispanic","Female",150,1,0,0,0,1
"5658","web",2.11466843662632,1.45486906543963,"About half of the time","Very much interested","No",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve not strongly","Disapprove strongly","Disapprove strongly",85,0,70,0,"Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Slightly liberal","Extremely conservative","Mainly choice","Not strong Democrat","Most of the time","Roman Catholic",NA,43,"BA",NA,"Hispanic","Female",175,0,0,0,0,0
"5659","web",1.94710430273998,NA,"Most of the time",NA,"Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",70,0,85,40,"Extremely liberal","Liberal","Extremely conservative","Liberal","Extremely conservative","Mainly duty","Strong Democrat","Most of the time","Mainline Protestant","A few times a year",26,"BA",NA,"White, non-Hispanic","Male",100,0,0,0,1,1
"5660","web",0.888948639868158,0.941324484094128,"Always","Very much interested","Yes",NA,"No","Biden",NA,NA,"Other","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,60,0,"Moderate; middle of the road","Moderate; middle of the road","Extremely conservative","Liberal","Conservative","Mainly duty","Independent","Most of the time","Roman Catholic","Almost every week",58,"BA",NA,"White, non-Hispanic","Female",150,1,1,0,0,2
"5661","web",0.717730157055266,0.590877300283851,"About half of the time","Very much interested","Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Approve strongly","Disapprove strongly","Disapprove strongly",85,0,70,0,"Slightly liberal","Moderate; middle of the road","Conservative","Moderate; middle of the road","Extremely conservative","Mainly choice","Not strong Democrat","Some of the time","Not religious",NA,60,"Less than BA",40,"White, non-Hispanic","Male",50,1,0,1,1,3
"5662","web",0.100554414866275,0.0661064687635699,"Most of the time",NA,"Yes",NA,"No","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",60,0,55,5,"Moderate; middle of the road","Liberal","Extremely conservative","Liberal","Conservative",NA,"Lean Democrat","Most of the time","Mainline Protestant",NA,76,NA,NA,"White, non-Hispanic","Male",5,1,0,1,1,3
"5663","web",0.654962136547601,1.09803557614993,"Never",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No","Dissaprove not strongly","Approve not strongly","Dissaprove not strongly",15,85,15,25,"Slightly conservative","Extremely liberal","Extremely conservative","Extremely liberal","Extremely conservative",NA,"Not strong Republican","Some of the time","Not religious",NA,30,"Less than BA",NA,"White, non-Hispanic","Male",75,0,0,0,0,0
"5664","web",0.244442409447,0.199374333963718,"Most of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",0,100,0,70,"Conservative","Liberal","Conservative","Extremely liberal","Slightly conservative","Mainly duty","Strong Republican","About hald the time","Evangelical Protestant","Every week",65,NA,NA,"White, non-Hispanic","Female",45,0,0,1,0,1
"5665","web",0.207216480075956,NA,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Trump","Romney","Yes","Approve strongly","Approve strongly","Approve strongly",50,85,40,85,"Slightly conservative","Slightly liberal","Moderate; middle of the road","Conservative","Moderate; middle of the road","Mainly duty","Strong Republican","About hald the time","Undifferentiated Protestant","Once or twice a month",57,"Less than BA",NA,"White, non-Hispanic","Female",5,0,0,1,1,2
"5666","web",1.16220243303213,0.944135398842166,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Obama","No","Disapprove strongly","Approve strongly","Approve strongly",0,100,60,60,"Slightly conservative","Conservative","Conservative","Liberal","Moderate; middle of the road",NA,"Lean Democrat","Most of the time","Not religious",NA,49,"Less than BA",NA,"White, non-Hispanic","Male",80,0,0,0,0,0
"5667","web",0.192271601469859,0.109719433585272,"Some of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No",NA,"Disapprove strongly","Approve not strongly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some of the time",NA,NA,NA,"Less than BA",NA,"Hispanic","Female",20,NA,0,0,1,NA
"5668","web",0.202554735946608,0.130331407384531,"Most of the time",NA,"No",NA,"Yes","Trump",NA,NA,"Trump","Romney","Yes","Approve not strongly","Approve strongly","Dissaprove not strongly",40,85,30,85,"Slightly conservative","Moderate; middle of the road","Conservative","Liberal","Conservative",NA,"Strong Republican","Some of the time","Jewish","A few times a year",74,NA,NA,"White, non-Hispanic","Male",30,1,1,1,1,4
"5669","web",0.942541780724643,0.937143793841584,"Most of the time","Very much interested","Yes",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,70,0,"Moderate; middle of the road","Slightly liberal","Extremely conservative","Liberal","Extremely conservative",NA,"Strong Democrat","About hald the time","Undifferentiated Protestant",NA,66,"High school",NA,"White, non-Hispanic","Female",50,1,0,1,1,3
"5670","web",0.882805652121335,NA,"Most of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Dissaprove not strongly","Disapprove strongly","Disapprove strongly",15,0,40,70,"Slightly conservative","Liberal","Conservative","Extremely liberal","Extremely conservative","Mainly duty","Lean Republican","Some of the time","Evangelical Protestant",NA,53,"Less than BA",NA,"White, non-Hispanic","Male",50,0,0,0,0,0
"5671","web",0.257593708726359,0.271383691582561,"About half of the time",NA,"No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,0,85,30,"Slightly liberal","Moderate; middle of the road","Conservative","Slightly liberal","Extremely conservative","Mainly choice","Strong Democrat","Most of the time","Undifferentiated Protestant",NA,60,NA,NA,"Hispanic","Female",25,1,0,1,1,3
"5672","web",0.131967387198299,0.0941419019975779,"Some of the time",NA,"No",NA,"No","Trump",NA,"Yes","Other","Obama","Yes","Disapprove strongly","Approve strongly","Disapprove strongly",0,100,0,75,"Liberal","Extremely conservative","Extremely liberal","Extremely conservative","Liberal",NA,"Lean Republican","Most of the time","Not religious",NA,54,"Less than BA",NA,"Multiple races, non-Hispanic","Male",10,1,0,1,0,2
"5673","web",0.0999168859647454,0.0681405291882106,"Most of the time","Very much interested","No",NA,"No","Biden",NA,"Yes","Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",100,0,85,0,"Slightly conservative","Slightly liberal","Moderate; middle of the road","Slightly liberal","Conservative","Mainly duty","Not strong Democrat","Most of the time","Roman Catholic",NA,59,"Less than BA",NA,"White, non-Hispanic","Male",20,1,0,1,1,3
"5674","web",1.78555231741566,2.10770529779154,"Some of the time",NA,"Yes",NA,"No","Biden",NA,NA,NA,NA,"No","Approve not strongly","Disapprove strongly","Disapprove strongly",100,0,85,15,"Moderate; middle of the road","Moderate; middle of the road","Slightly conservative","Moderate; middle of the road","Extremely conservative","Mainly duty","Lean Democrat","Most of the time","Evangelical Protestant","Once or twice a month",29,NA,NA,"Black, non-Hispanic","Female",250,1,1,1,1,4
"5675","web",0.856748019170335,0.673082699749058,"Some of the time",NA,"No",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Dissaprove not strongly","Approve not strongly","Dissaprove not strongly",40,60,30,60,"Moderate; middle of the road","Extremely liberal","Conservative","Extremely liberal","Extremely conservative",NA,"Lean Republican","Most of the time","Roman Catholic",NA,27,NA,NA,"Hispanic","Male",125,0,0,1,1,2
"5676","web",0.325997876363662,0.2590211038883,"Some of the time",NA,"Yes",NA,"Yes","Biden",NA,NA,"Clinton","Obama","No","Disapprove strongly","Disapprove strongly","Disapprove strongly",85,15,70,30,"Liberal","Slightly liberal","Conservative","Liberal","Conservative",NA,"Strong Democrat","About hald the time","Undifferentiated Protestant",NA,60,"Less than BA",NA,"White, non-Hispanic","Male",75,1,1,1,1,4
"5677","web",0.876736662837421,1.31131611301408,"Most of the time",NA,"Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Dissaprove not strongly","Approve not strongly","Approve not strongly",50,70,50,50,"Slightly conservative","Liberal","Conservative","Liberal","Conservative",NA,"Lean Republican","About hald the time","Mainline Protestant","Almost every week",64,"High school",NA,"White, non-Hispanic","Female",75,0,0,0,1,1
"5678","web",0.187028331362585,0.13203233799852,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",30,100,0,70,"Slightly conservative","Liberal","Moderate; middle of the road","Extremely liberal","Conservative","Mainly choice","Strong Republican","About hald the time","Evangelical Protestant","A few times a year",56,"BA",NA,"White, non-Hispanic","Male",20,1,0,1,1,3
"5679","web",3.45539884911305,NA,"Some of the time",NA,"No",NA,"No",NA,NA,NA,NA,NA,"No","Dissaprove not strongly","Dissaprove not strongly","Dissaprove not strongly",0,0,0,0,NA,NA,NA,NA,NA,"Mainly choice","Lean Republican","Some of the time","Roman Catholic",NA,48,"Less than high school",NA,"Hispanic","Female",125,0,0,0,1,1
"5680","web",1.30618187521909,1.01116943228417,"About half of the time","Very much interested","Yes",NA,"Yes","Biden",NA,NA,"Clinton","Obama","No","Approve strongly","Disapprove strongly","Disapprove strongly",100,0,100,0,NA,"Conservative","Extremely liberal","Conservative","Liberal","Mainly choice","Strong Democrat","Some of the time","Other Christian","Every week",48,"Less than BA",NA,"Black, non-Hispanic","Female",25,0,1,1,0,2
"5681","web",0.89753817577102,0.706873374982228,"Always","Very much interested","Yes",NA,"No","Trump",NA,"Yes","Trump","Romney","Yes","Disapprove strongly","Approve strongly","Approve strongly",30,70,15,85,"Conservative","Liberal","Conservative","Extremely liberal","Conservative",NA,"Strong Republican","About hald the time","Not religious",NA,80,"Less than BA",NA,"White, non-Hispanic","Male",50,1,1,1,1,4
"5682","web",0.303602117806849,0.272361727395417,"Always","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","No","Disapprove strongly","Approve strongly","Approve strongly",30,85,0,85,"Conservative","Conservative","Conservative","Extremely liberal","Conservative","Mainly duty","Strong Republican","Some of the time","Roman Catholic","Almost every week",75,"Less than BA",NA,"White, non-Hispanic","Female",40,1,0,1,1,3
"5683","web",0.269135192113563,0.189091580154076,"About half of the time",NA,"No",NA,"No","Trump",NA,NA,NA,NA,"No","Dissaprove not strongly","Approve strongly","Approve not strongly",0,85,0,85,"Conservative","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly choice","Not strong Republican","Most of the time","Undifferentiated Protestant","Every week",47,"Less than BA",NA,"White, non-Hispanic","Male",5,0,1,0,1,2
"5684","web",1.17854314561953,1.08525192585997,"Always","Very much interested","Yes",NA,"No","Jorgensen",NA,"Yes","Trump","Romney","No","Approve not strongly","Approve not strongly","Disapprove strongly",30,70,40,70,"Slightly conservative","Slightly liberal","Conservative","Liberal","Conservative",NA,"Lean Republican","Most of the time","Not religious",NA,43,"Less than BA",NA,"White, non-Hispanic","Male",150,0,0,1,1,2
"5685","web",0.200175349431028,0.1646373814778,"Most of the time","Very much interested","Yes",NA,"No","Trump",NA,NA,"Trump","Romney","Yes","Approve not strongly","Approve strongly","Approve strongly",1,100,1,75,"Extremely conservative","Extremely liberal","Conservative","Extremely liberal","Conservative","Mainly duty","Strong Republican","Most of the time","Evangelical Protestant","Every week",80,"High school",NA,"White, non-Hispanic","Female",15,0,1,1,1,3
