"","Geo_FIPS","Geo_GEOID","Geo_NAME","Geo_QName","Geo_STUSAB","Geo_SUMLEV","Geo_GEOCOMP","Geo_FILEID","Geo_LOGRECNO","Geo_US","Geo_REGION","Geo_DIVISION","Geo_STATECE","Geo_STATE","Geo_COUNTY","Geo_COUSUB","Geo_PLACE","Geo_PLACESE","Geo_TRACT","Geo_BLKGRP","Geo_CONCIT","Geo_AIANHH","Geo_AIANHHFP","Geo_AIHHTLI","Geo_AITSCE","Geo_AITS","Geo_ANRC","Geo_CBSA","Geo_CSA","Geo_METDIV","Geo_MACC","Geo_MEMI","Geo_NECTA","Geo_CNECTA","Geo_NECTADIV","Geo_UA","Geo_UACP","Geo_CDCURR","Geo_SLDU","Geo_SLDL","Geo_VTD","Geo_ZCTA3","Geo_ZCTA5","Geo_SUBMCD","Geo_SDELM","Geo_SDSEC","Geo_SDUNI","Geo_UR","Geo_PCI","Geo_TAZ","Geo_UGA","Geo_BTTR","Geo_BTBG","Geo_PUMA5","Geo_PUMA1","SE_A00001_001","SE_A00002_001","SE_A00002_002","SE_A00002_003","SE_A01001_001","SE_A01001_002","SE_A01001_003","SE_A01001_004","SE_A01001_005","SE_A01001_006","SE_A01001_007","SE_A01001_008","SE_A01001_009","SE_A01001_010","SE_A01001_011","SE_A01001_012","SE_A01001_013","SE_A03001_001","SE_A03001_002","SE_A03001_003","SE_A03001_004","SE_A03001_005","SE_A03001_006","SE_A03001_007","SE_A03001_008","SE_A12001_001","SE_A12001_002","SE_A12001_003","SE_A12001_004","SE_A12001_005","SE_A12001_006","SE_A12001_007","SE_A12001_008","SE_A17005_001","SE_A17005_002","SE_A17005_003","SE_A14006_001","SE_A14028_001","SE_A18009_001","SE_A13003A_001","SE_A13003A_002","SE_A13003A_003","SE_A13003B_001","SE_A13003B_002","SE_A13003B_003","SE_A09005_001","SE_A09005_002","SE_A09005_009","SE_A09005_010","SE_A09005_003","SE_A09005_004","SE_A09005_005","SE_A09005_006","SE_A09005_007","SE_A09005_008","SE_A09003_001","SE_A20001_001","SE_A20001_002","SE_A20001_003","SE_A20001_004","SE_A20001_005"
"2408",46093,"05000US46093","Meade County","Meade County, South Dakota","sd",50,0,"ACSSF",58,NA,NA,NA,NA,46,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27424,27424,7.901018,3470.94513179212,27424,1644,1905,2032,936,3014,3818,3399,3168,3638,2394,1002,474,27424,24924,531,864,341,11,168,585,17893,992,5482,6555,3467,1013,281,103,14282,14081,201,59218,0.4036,860,6393,403,5990,16446,1212,15234,14991,13340,11563,1777,17,85,33,269,37,1210,21,26136,2665,23471,7051,19855
"2409",46095,"05000US46095","Mellette County","Mellette County, South Dakota","sd",50,0,"ACSSF",59,NA,NA,NA,NA,46,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2055,2055,1.571912,1307.32540845749,2055,150,252,188,64,149,280,153,250,263,177,90,39,2055,836,0,1200,0,0,0,19,1252,237,465,379,132,34,5,0,624,573,51,31222,0.4925,502,635,402,233,1093,508,585,573,479,420,59,4,0,0,56,0,34,21,2016,710,1306,971,453
"2410",46097,"05000US46097","Miner County","Miner County, South Dakota","sd",50,0,"ACSSF",60,NA,NA,NA,NA,46,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2229,2229,3.909359,570.170240170997,2229,135,187,158,88,109,232,230,268,352,214,153,103,2229,2152,21,5,7,0,11,33,1552,184,558,497,239,39,20,15,1144,1114,30,51394,0.4105,549,565,62,503,1182,98,1084,1104,931,839,92,13,0,0,38,18,104,21,2185,173,2012,669,1686
"2411",46099,"05000US46099","Minnehaha County","Minnehaha County, South Dakota","sd",50,0,"ACSSF",61,NA,NA,NA,NA,46,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186749,186749,231.4589,806.834539773929,186749,14489,12890,12898,7014,17038,29804,23914,22827,22664,13745,6101,3365,186749,160346,10095,4415,4033,39,2541,5280,122420,9551,33305,40496,27290,8403,2211,1164,107899,104419,3480,60028,0.4199,777,46074,6390,39684,112750,11259,101491,102411,94441,86151,8290,937,184,461,2175,497,3716,18,183963,13614,170349,47940,142602
"2412",46101,"05000US46101","Moody County","Moody County, South Dakota","sd",50,0,"ACSSF",62,NA,NA,NA,NA,46,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6506,6506,12.52639,519.383410270627,6506,437,492,451,256,445,739,659,869,988,618,431,121,6506,5210,7,825,164,0,13,287,4425,418,1450,1628,726,149,31,23,3417,3263,154,58167,0.4317,567,1536,306,1230,3700,514,3186,3198,2730,2447,283,2,0,2,173,43,248,20,6450,689,5761,1978,4650
"2413",46102,"05000US46102","Oglala Lakota County","Oglala Lakota County, South Dakota","sd",50,0,"ACSSF",63,NA,NA,NA,NA,46,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14335,14335,6.847054,2093.60122440722,14335,1477,1420,1632,804,1783,2071,1537,1504,1130,602,315,60,14335,713,12,13257,0,0,16,337,7219,1732,1827,2811,628,190,21,10,4320,3469,851,30347,0.5119,525,5232,3014,2218,7986,3654,4332,3306,2511,2190,321,79,0,15,433,133,135,18,14316,5095,9221,7477,2171
"2414",46103,"05000US46103","Pennington County","Pennington County, South Dakota","sd",50,0,"ACSSF",64,NA,NA,NA,NA,46,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109294,109294,39.36008,2776.77290860035,109294,7316,7331,6896,4036,9286,15108,12640,12807,15595,10940,5097,2242,109294,90568,1237,9604,1442,73,711,5659,74429,4623,21310,25682,15155,5544,1227,888,56835,54687,2148,55024,0.4497,824,25039,5035,20004,63759,7811,55948,54578,49867,45431,4436,318,147,171,1433,208,2434,17,106524,11974,94550,36704,74661
"2415",46105,"05000US46105","Perkins County","Perkins County, South Dakota","sd",50,0,"ACSSF",65,NA,NA,NA,NA,46,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2907,2907,1.012723,2870.47784314059,2907,186,171,153,115,228,250,307,320,513,315,233,116,2907,2802,0,63,0,0,5,37,2054,127,762,755,280,94,30,6,1629,1577,52,56850,0.4745,588,618,60,558,1612,186,1426,1567,1016,952,64,11,7,9,108,2,414,13,2864,266,2598,958,2083
"2416",46107,"05000US46107","Potter County","Potter County, South Dakota","sd",50,0,"ACSSF",66,NA,NA,NA,NA,46,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2326,2326,2.701078,861.137778244532,2326,175,128,126,76,144,214,180,237,398,333,184,131,2326,2181,0,42,33,0,14,56,1677,145,603,563,264,61,35,6,1137,1128,9,53600,0.4337,627,502,62,440,1161,64,1097,1101,949,869,80,0,6,6,60,0,80,14,2245,121,2124,902,1726
"2417",46109,"05000US46109","Roberts County","Roberts County, South Dakota","sd",50,0,"ACSSF",67,NA,NA,NA,NA,46,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10285,10285,9.341095,1101.04864732964,10285,801,787,749,461,929,1018,995,1229,1353,1109,621,233,10285,6020,63,3821,11,0,57,313,6558,756,2334,2338,774,237,88,31,5025,4718,307,50495,0.4686,574,2748,869,1879,5456,888,4568,4534,4013,3460,553,30,0,0,201,28,262,18,10106,1963,8143,3668,5853
"2418",46111,"05000US46111","Sanborn County","Sanborn County, South Dakota","sd",50,0,"ACSSF",68,NA,NA,NA,NA,46,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2388,2388,4.195005,569.248339374545,2388,180,150,117,81,199,281,257,273,401,250,118,81,2388,2304,0,20,10,0,33,21,1661,140,664,529,243,65,18,2,1325,1283,42,54899,0.4543,571,525,78,447,1408,134,1274,1287,1056,949,107,0,0,0,34,7,190,21,2315,170,2145,617,1788
"2419",46115,"05000US46115","Spink County","Spink County, South Dakota","sd",50,0,"ACSSF",69,NA,NA,NA,NA,46,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6543,6543,4.35175,1503.53302023021,6543,401,392,454,356,476,684,636,772,1049,630,454,239,6543,6319,5,111,0,13,21,74,4464,403,1631,1440,755,157,58,20,3320,3247,73,52729,0.4709,580,1548,193,1355,3594,306,3288,3226,2709,2474,235,0,4,1,150,6,356,16,6411,427,5984,2170,4806
"2420",46117,"05000US46117","Stanley County","Stanley County, South Dakota","sd",50,0,"ACSSF",70,NA,NA,NA,NA,46,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2997,2997,2.074865,1444.4316375211,2997,224,227,218,89,159,328,373,385,445,375,139,35,2997,2586,0,290,0,35,0,86,2080,123,688,618,364,211,63,13,1730,1702,28,71763,0.3796,728,742,27,715,1690,72,1618,1680,1473,1333,140,24,0,0,77,0,106,15,2978,166,2812,837,2360
"2421",46119,"05000US46119","Sully County","Sully County, South Dakota","sd",50,0,"ACSSF",71,NA,NA,NA,NA,46,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331,1331,1.322111,1006.72357709765,1331,54,75,133,55,103,90,142,210,170,158,109,32,1331,1270,0,17,0,0,0,44,911,43,316,320,197,28,7,0,685,681,4,64028,0.5082,589,317,4,313,707,28,679,674,569,514,55,0,0,0,27,0,78,13,1331,89,1242,359,1077
"2422",46121,"05000US46121","Todd County","Todd County, South Dakota","sd",50,0,"ACSSF",72,NA,NA,NA,NA,46,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10146,10146,7.306664,1388.5955054618,10146,1251,1148,1071,619,1098,1372,1077,929,820,486,204,71,10146,949,18,8345,154,0,10,670,4959,1097,1464,1613,467,244,50,24,2967,2576,391,24257,0.5517,427,3923,2520,1403,5264,2763,2501,2541,2117,1872,245,50,0,0,120,50,204,19,10114,3089,7025,5476,1806
"2423",46123,"05000US46123","Tripp County","Tripp County, South Dakota","sd",50,0,"ACSSF",73,NA,NA,NA,NA,46,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5468,5468,3.391096,1612.45816428493,5468,353,264,419,202,370,514,532,779,829,578,444,184,5468,4476,0,680,21,0,0,291,3860,362,1560,1108,654,79,45,52,2885,2783,102,51027,0.4299,552,1224,391,833,2957,514,2443,2740,2458,2296,162,0,0,0,160,4,118,15,5339,408,4931,2189,3586
"2424",46125,"05000US46125","Turner County","Turner County, South Dakota","sd",50,0,"ACSSF",74,NA,NA,NA,NA,46,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8264,8264,13.39245,617.064023462657,8264,503,505,632,330,513,865,967,1021,1251,848,512,317,8264,8065,27,52,3,0,8,109,5781,380,1913,2146,943,308,56,35,4352,4243,109,55380,0.427,643,1930,262,1668,4591,486,4105,4173,3597,3203,394,5,15,12,196,55,293,25,8107,486,7621,2578,6254
"2425",46127,"05000US46127","Union County","Union County, South Dakota","sd",50,0,"ACSSF",75,NA,NA,NA,NA,46,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15177,15177,32.94034,460.742088380332,15177,870,947,1174,674,1085,1788,1924,2060,2096,1498,670,391,15177,14283,128,127,176,0,130,333,10427,850,2886,3517,1909,721,326,218,8225,8074,151,69563,0.4502,828,3622,301,3321,8914,591,8323,8033,7447,6915,532,11,0,4,195,11,365,20,15042,893,14149,3701,12414
"2426",46129,"05000US46129","Walworth County","Walworth County, South Dakota","sd",50,0,"ACSSF",76,NA,NA,NA,NA,46,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5510,5510,7.775435,708.641973630766,5510,349,434,296,214,331,573,669,559,796,634,443,212,5510,4375,262,548,75,0,71,179,3886,384,1498,1102,695,99,77,31,2832,2753,79,52123,0.4506,692,1238,105,1133,2882,261,2621,2722,2379,2031,348,26,13,3,141,26,134,14,5371,559,4812,1818,3758
"2427",46135,"05000US46135","Yankton County","Yankton County, South Dakota","sd",50,0,"ACSSF",77,NA,NA,NA,NA,46,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22717,22717,43.58686,521.189108212084,22717,1360,1297,1392,784,2047,2639,2687,3215,3218,2166,1295,617,22717,20919,360,693,50,15,149,531,15837,1435,5228,4707,2820,1131,275,241,11750,11387,363,54694,0.4824,616,4747,682,4065,12765,1672,11093,11198,10155,9311,844,107,0,71,323,30,512,15,21367,1320,20047,7283,16300
"2428",46137,"05000US46137","Ziebach County","Ziebach County, South Dakota","sd",50,0,"ACSSF",78,NA,NA,NA,NA,46,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2814,2814,1.434806,1961.24030844931,2814,198,248,287,167,320,307,400,332,303,148,75,29,2814,665,1,2109,15,0,4,20,1594,253,599,482,218,31,4,7,1338,1029,309,37143,0.4554,571,884,476,408,1662,601,1061,1005,669,550,119,1,0,0,31,32,272,23,2814,704,2110,1371,904
"2429",47001,"05000US47001","Anderson County","Anderson County, Tennessee","tn",50,0,"ACSSF",13,NA,NA,NA,NA,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75775,75775,224.716,337.203329127394,75775,4075,4674,4372,2883,5798,8830,8970,10358,11084,8378,4621,1732,75775,69213,2470,379,1018,29,645,2021,53973,7138,17882,16292,6927,3791,743,1200,35100,32986,2114,49376,0.4655,726,15561,3416,12145,44447,7227,37220,32206,30692,27988,2704,128,32,32,203,159,960,24,74862,6889,67973,30836,49320
"2430",47003,"05000US47003","Bedford County","Bedford County, Tennessee","tn",50,0,"ACSSF",14,NA,NA,NA,NA,47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47558,47558,100.4098,473.639161262523,47558,3171,3177,3845,2056,3939,6174,6011,6399,5765,4320,1797,904,47558,40019,3495,27,79,29,2414,1495,31370,6015,12740,7509,3581,1067,295,163,22856,21679,1177,48945,0.4534,758,12011,2768,9243,28062,4195,23867,21250,20129,17035,3094,32,33,0,174,253,629,24,47184,5321,41863,19643,28830
"2431",47005,"05000US47005","Benton County","Benton County, Tennessee","tn",50,0,"ACSSF",15,NA,NA,NA,NA,47,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16112,16112,40.86164,394.306222268211,16112,741,800,907,630,1211,1447,1829,2278,2420,2286,1064,499,16112,15213,511,69,34,0,0,285,11823,2263,5500,2576,951,396,58,79,6106,5627,479,33125,0.4704,633,3040,768,2272,9107,2065,7042,5448,5285,4765,520,32,0,0,13,53,65,23,15960,1554,14406,7974,9103
"2432",47007,"05000US47007","Bledsoe County","Bledsoe County, Tennessee","tn",50,0,"ACSSF",16,NA,NA,NA,NA,47,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14602,14602,35.92791,406.424962586699,14602,603,565,691,510,1082,1915,2130,2329,2129,1643,795,210,14602,13216,659,237,8,0,78,404,11151,2795,4318,2605,944,419,47,23,6325,5739,586,42889,0.4922,641,2264,599,1665,8530,1755,6775,5603,5102,4300,802,37,0,0,176,67,221,32,13436,1741,11695,6190,7446
"2433",47009,"05000US47009","Blount County","Blount County, Tennessee","tn",50,0,"ACSSF",17,NA,NA,NA,NA,47,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128443,128443,229.8481,558.81693351475,128443,6457,7200,7813,5075,10172,14551,15604,18423,18126,14877,7400,2745,128443,120724,3396,369,993,127,259,2575,91726,9996,31875,27833,14337,4946,1743,996,62987,59749,3238,54140,0.4611,768,26059,4326,21733,75546,8624,66922,59126,55680,51264,4416,137,24,35,414,466,2370,25,127292,11220,116072,47635,89196
"2434",47011,"05000US47011","Bradley County","Bradley County, Tennessee","tn",50,0,"ACSSF",18,NA,NA,NA,NA,47,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104557,104557,318.0327,328.761813568248,104557,5982,6363,6684,4176,10410,12829,13270,14385,13102,10146,5261,1949,104557,94477,5123,122,1197,30,1654,1954,70942,11143,22898,21332,9457,4340,1007,765,50875,47838,3037,48140,0.4686,776,22539,5408,17131,61501,9798,51703,46836,43314,38512,4802,97,34,57,885,483,1966,21,103516,12260,91256,37696,66722
"2435",47013,"05000US47013","Campbell County","Campbell County, Tennessee","tn",50,0,"ACSSF",19,NA,NA,NA,NA,47,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39687,39687,82.65323,480.162743611167,39687,2187,2126,2427,1476,2931,4500,4818,5670,5522,4677,2601,752,39687,38679,128,161,155,0,129,435,28540,6979,11681,6483,2107,893,310,87,16729,15286,1443,38170,0.4893,593,7905,2213,5692,23312,4476,18836,14949,14257,12381,1876,13,0,0,133,26,520,29,39122,4406,34716,18815,22003
"2436",47015,"05000US47015","Cannon County","Cannon County, Tennessee","tn",50,0,"ACSSF",20,NA,NA,NA,NA,47,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13976,13976,52.61347,265.635380550026,13976,736,1112,622,499,1022,1831,1615,2041,1934,1521,712,331,13976,13417,234,34,4,0,43,244,9985,1589,4842,2174,818,352,107,103,6611,6286,325,49523,0.4332,627,2947,769,2178,8385,1188,7197,6224,5874,5364,510,0,9,0,60,0,281,32,13798,1395,12403,5234,9217
"2437",47017,"05000US47017","Carroll County","Carroll County, Tennessee","tn",50,0,"ACSSF",21,NA,NA,NA,NA,47,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28018,28018,46.87968,597.657601502401,28018,1734,1514,1707,1025,2646,3221,3017,3800,3799,3271,1527,757,28018,24273,2872,98,103,49,59,564,19392,3479,8060,4527,1984,1042,124,176,11583,10892,691,40810,0.4667,608,5945,1497,4448,15965,3257,12708,10635,9854,9223,631,9,33,0,203,261,275,25,27518,2223,25295,12488,17343
"2438",47019,"05000US47019","Carter County","Carter County, Tennessee","tn",50,0,"ACSSF",22,NA,NA,NA,NA,47,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56391,56391,165.2443,341.258328610017,56391,2511,2682,3551,1970,4114,6749,6709,8106,8253,6813,3690,1243,56391,54400,860,198,214,0,111,608,41563,7154,16384,11061,4447,1794,352,371,24334,23008,1326,36589,0.47,622,10561,3645,6916,32858,7597,25261,22560,20917,19445,1472,32,14,0,302,377,918,24,55364,6604,48760,26065,30614
"2439",47021,"05000US47021","Cheatham County","Cheatham County, Tennessee","tn",50,0,"ACSSF",23,NA,NA,NA,NA,47,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39929,39929,132.01,302.469404491449,39929,2109,2391,2868,1706,3061,4990,5137,6319,5694,3624,1591,439,39929,37939,550,95,171,12,314,848,27794,4178,10120,8053,3462,1511,191,279,20547,19619,928,58641,0.3833,956,8875,1197,7678,25048,2867,22181,19326,17965,16180,1785,68,54,0,133,236,870,33,39585,3763,35822,12626,27209
"2440",47023,"05000US47023","Chester County","Chester County, Tennessee","tn",50,0,"ACSSF",24,NA,NA,NA,NA,47,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17150,17150,60.02039,285.736242793403,17150,960,805,1328,772,2287,1944,1936,2154,2124,1637,810,393,17150,14734,1776,7,86,0,145,402,10998,1512,4478,3208,1124,475,59,142,7554,6840,714,45667,0.4295,696,3835,1042,2793,9354,1653,7701,6849,6311,5790,521,13,21,0,185,79,240,26,16949,2036,14913,6591,10941
"2441",47025,"05000US47025","Claiborne County","Claiborne County, Tennessee","tn",50,0,"ACSSF",25,NA,NA,NA,NA,47,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31613,31613,72.74043,434.600166487258,31613,1559,1514,1813,1080,3056,3872,3725,4351,4592,3723,1600,728,31613,30507,349,60,206,84,18,389,22591,4425,8684,6050,2041,923,262,206,12984,11877,1107,36077,0.4802,616,5908,2198,3710,18695,4133,14562,11510,10936,10000,936,19,0,14,101,38,402,24,30996,2414,28582,13978,18926
"2442",47027,"05000US47027","Clay County","Clay County, Tennessee","tn",50,0,"ACSSF",26,NA,NA,NA,NA,47,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7686,7686,32.49395,236.536348430958,7686,388,476,422,243,562,720,790,1124,1119,1088,654,100,7686,7280,262,77,7,0,10,50,5595,1084,2579,1114,519,221,58,20,2843,2717,126,31487,0.4801,489,1519,468,1051,4284,1155,3129,2701,2584,2336,248,0,21,0,37,17,42,29,7591,844,6747,3844,4064
"2443",47029,"05000US47029","Cocke County","Cocke County, Tennessee","tn",50,0,"ACSSF",27,NA,NA,NA,NA,47,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35336,35336,81.07832,435.825512705078,35336,1809,1888,2366,1282,2583,3699,4095,5027,5426,4427,2181,553,35336,33520,737,290,0,10,21,758,25408,5440,11539,5691,1725,742,197,74,15530,13973,1557,33614,0.4847,602,7252,2784,4468,20678,4989,15689,13838,13216,11644,1572,1,12,0,85,217,307,28,35050,3918,31132,17904,18300
"2444",47031,"05000US47031","Coffee County","Coffee County, Tennessee","tn",50,0,"ACSSF",28,NA,NA,NA,NA,47,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54531,54531,127.1223,428.964730338519,54531,3444,3885,3617,2187,4303,6662,6584,7394,7128,5287,3016,1024,54531,49509,1418,86,520,7,1137,1854,37095,5095,14366,10368,4647,1928,404,287,25179,23796,1383,47998,0.4443,713,13087,2805,10282,31714,3907,27807,23200,21933,19935,1998,4,10,0,264,83,906,24,53888,5235,48653,21903,35066
